_id,timestamp,userId,focusScore,currentStreak,longestStreak,sessionDuration,activeFileDuration,idleTime,typingRhythm,productivityStatus,__v,cluster,tabMetrics.total,tabMetrics.rapid,tabMetrics.patterns.backAndForth,tabMetrics.patterns.sequential,copyPasteMetrics.total,copyPasteMetrics.copy,copyPasteMetrics.cut,copyPasteMetrics.paste,errorMetrics.syntaxErrors,errorMetrics.warningCount,errorMetrics.problemCount,codeMetrics.linesAdded,codeMetrics.linesDeleted,codeMetrics.fileEdits,codeMetrics.codeComplexity,codeMetrics.testCoverage,achievements.0,errorSummary.total,errorSummary.recent,errorSummary.bySeverity.error,errorSummary.bySeverity.warning,errorSummary.bySeverity.info
678b4b6b45ee875d7437c6a2745,2025-01-29T00:07:28.777357,user_1,80.1,0,10,48.264909,948.381,236.704,86,Focused 🎯,0,High Productivity,18,4,1,5,6,5,2,3,2,3,9,39,41,1,3,54,"{'type': 'PRODUCTIVITY_GURU', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2745_ach', 'timestamp': '2025-01-29T00:07:28.777357'}",14,[],2,3,9
678b4b6b45ee875d7437c6a2746,2025-01-29T00:15:28.777357,user_3,55.4,2,1,55.020939,632.714,995.615,40,In Flow 🌊,0,Low Productivity,20,1,1,2,6,4,1,4,1,1,1,112,23,6,6,66,,3,[],1,1,1
678b4b6b45ee875d7437c6a2747,2025-01-29T00:24:28.777357,user_1,92.1,2,2,52.283185,1006.196,137.846,68,Focused 🎯,0,High Productivity,12,5,1,4,0,1,0,2,2,3,1,154,31,10,10,1,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2747_ach', 'timestamp': '2025-01-29T00:24:28.777357'}",6,[],2,3,1
678b4b6b45ee875d7437c6a2748,2025-01-29T00:34:28.777357,user_1,59.5,3,1,48.962488,1134.465,869.412,36,In Flow 🌊,0,Low Productivity,4,5,0,5,5,0,1,1,2,2,7,123,33,3,2,48,,11,[],2,2,7
678b4b6b45ee875d7437c6a2749,2025-01-29T00:43:28.777357,user_3,84.7,4,1,46.135426,867.286,457.908,94,Focused 🎯,0,High Productivity,13,0,0,5,10,5,1,3,1,4,6,49,14,6,2,82,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2749_ach', 'timestamp': '2025-01-29T00:43:28.777357'}",11,[],1,4,6
678b4b6b45ee875d7437c6a2750,2025-01-29T00:45:28.777357,user_3,48.9,3,10,40.737233,322.406,466.252,62,In Flow 🌊,0,Moderate Productivity,3,3,3,2,7,4,3,4,1,6,19,27,0,5,6,82,,26,[],1,6,19
678b4b6b45ee875d7437c6a2751,2025-01-29T00:46:28.777357,user_1,62.9,4,9,26.517734,1035.668,547.525,65,In Flow 🌊,0,Moderate Productivity,19,0,0,4,7,3,3,2,2,0,9,28,41,10,6,89,,11,[],2,0,9
678b4b6b45ee875d7437c6a2752,2025-01-29T00:48:28.777357,user_2,70.7,4,3,38.274625,1096.241,728.216,56,Focused 🎯,0,Moderate Productivity,16,4,0,2,3,5,1,3,2,3,5,29,22,5,8,0,,10,[],2,3,5
678b4b6b45ee875d7437c6a2753,2025-01-29T00:58:28.777357,user_3,54.7,1,7,40.014042,755.56,507.509,70,In Flow 🌊,0,High Productivity,17,3,1,4,8,5,1,3,0,0,5,194,32,7,2,91,,5,[],0,0,5
678b4b6b45ee875d7437c6a2754,2025-01-29T01:03:28.777357,user_3,45.4,1,1,36.135428,224.666,820.01,70,In Flow 🌊,0,Moderate Productivity,3,3,1,1,1,2,2,0,4,4,13,16,49,5,3,45,,21,[],4,4,13
678b4b6b45ee875d7437c6a2755,2025-01-29T01:05:28.777357,user_2,50.6,1,3,39.14895,592.493,1059.45,44,In Flow 🌊,0,Low Productivity,18,1,1,1,0,2,0,3,1,5,7,3,0,7,6,22,,13,[],1,5,7
678b4b6b45ee875d7437c6a2756,2025-01-29T01:08:28.777357,user_1,66.6,3,5,41.805677,1149.193,536.181,64,In Flow 🌊,0,Moderate Productivity,13,0,0,4,7,2,0,2,1,3,1,67,48,1,1,63,,5,[],1,3,1
678b4b6b45ee875d7437c6a2757,2025-01-29T01:11:28.777357,user_2,72.2,4,4,56.703426,1120.252,644.27,47,Focused 🎯,0,Moderate Productivity,2,5,1,2,0,5,3,2,0,4,9,7,38,3,1,17,,13,[],0,4,9
678b4b6b45ee875d7437c6a2758,2025-01-29T01:17:28.777357,user_2,99.3,0,6,48.348946,734.656,398.314,92,Focused 🎯,0,High Productivity,1,4,0,0,0,5,3,3,2,1,6,145,49,5,0,37,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2758_ach', 'timestamp': '2025-01-29T01:17:28.777357'}",9,[],2,1,6
678b4b6b45ee875d7437c6a2759,2025-01-29T01:22:28.777357,user_2,81.5,4,3,38.432549,965.906,259.299,80,Focused 🎯,0,High Productivity,13,2,3,0,8,1,2,2,2,3,5,28,5,5,8,54,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2759_ach', 'timestamp': '2025-01-29T01:22:28.777357'}",10,[],2,3,5
678b4b6b45ee875d7437c6a2760,2025-01-29T01:26:28.777357,user_1,33.9,5,5,34.563693,23.553,757.84,37,Distracted 😕,0,Low Productivity,16,4,2,0,8,0,2,4,3,4,20,192,43,10,1,76,,27,[],3,4,20
678b4b6b45ee875d7437c6a2761,2025-01-29T01:36:28.777357,user_2,79.0,4,10,37.730921,740.107,646.975,69,Focused 🎯,0,Moderate Productivity,4,1,0,5,5,1,2,3,2,1,9,16,16,2,6,100,,12,[],2,1,9
678b4b6b45ee875d7437c6a2762,2025-01-29T01:42:28.777357,user_1,32.8,5,1,35.013455,510.623,852.479,35,Distracted 😕,0,Low Productivity,13,0,1,0,5,5,3,2,1,6,16,199,12,1,9,25,,23,[],1,6,16
678b4b6b45ee875d7437c6a2763,2025-01-29T01:49:28.777357,user_2,50.7,0,2,27.576764,202.037,880.835,39,In Flow 🌊,0,Low Productivity,16,1,0,1,4,1,0,2,2,5,2,164,8,5,5,61,,9,[],2,5,2
678b4b6b45ee875d7437c6a2764,2025-01-29T01:58:28.777357,user_1,87.6,5,3,25.587181,1265.752,316.491,82,Focused 🎯,0,High Productivity,16,3,2,0,5,2,1,2,0,4,10,91,23,1,10,80,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2764_ach', 'timestamp': '2025-01-29T01:58:28.777357'}",14,[],0,4,10
678b4b6b45ee875d7437c6a2765,2025-01-29T02:01:28.777357,user_3,59.4,5,2,53.075892,917.252,76.679,86,In Flow 🌊,0,High Productivity,19,4,2,2,6,1,1,5,1,5,6,17,30,1,8,24,,12,[],1,5,6
678b4b6b45ee875d7437c6a2766,2025-01-29T02:07:28.777357,user_3,83.6,4,6,37.765289,924.479,374.147,74,Focused 🎯,0,High Productivity,13,4,2,0,7,2,1,2,0,4,9,18,33,2,9,72,"{'type': 'PRODUCTIVITY_GURU', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2766_ach', 'timestamp': '2025-01-29T02:07:28.777357'}",13,[],0,4,9
678b4b6b45ee875d7437c6a2767,2025-01-29T02:09:28.777357,user_3,43.7,3,5,36.012255,704.09,882.321,29,In Flow 🌊,0,Low Productivity,7,1,2,1,5,5,0,5,2,4,20,47,5,6,10,46,,26,[],2,4,20
678b4b6b45ee875d7437c6a2768,2025-01-29T02:13:28.777357,user_1,32.3,2,8,54.09099,673.511,1002.314,33,Distracted 😕,0,Low Productivity,18,0,2,1,3,1,3,3,5,7,12,140,23,8,0,22,,24,[],5,7,12
678b4b6b45ee875d7437c6a2769,2025-01-29T02:19:28.777357,user_2,42.2,4,9,45.389146,655.545,510.447,65,In Flow 🌊,0,Moderate Productivity,8,2,2,5,5,3,1,3,1,10,8,110,45,1,7,24,,19,[],1,10,8
678b4b6b45ee875d7437c6a2770,2025-01-29T02:21:28.777357,user_1,35.4,5,10,44.835306,95.867,931.55,42,Distracted 😕,0,Low Productivity,7,3,1,2,5,4,1,0,1,3,20,20,24,6,5,67,,24,[],1,3,20
678b4b6b45ee875d7437c6a2771,2025-01-29T02:30:28.777357,user_3,50.6,1,3,46.873561,605.708,466.406,77,In Flow 🌊,0,Moderate Productivity,9,1,1,3,3,1,3,4,0,0,9,197,45,10,3,91,,9,[],0,0,9
678b4b6b45ee875d7437c6a2772,2025-01-29T02:33:28.777357,user_3,69.8,2,9,57.647584,1148.089,350.571,58,In Flow 🌊,0,Moderate Productivity,12,0,3,5,9,3,2,2,1,3,3,13,31,3,8,46,,7,[],1,3,3
678b4b6b45ee875d7437c6a2773,2025-01-29T02:41:28.777357,user_2,64.9,5,3,45.41026,731.861,647.83,53,In Flow 🌊,0,Moderate Productivity,4,3,3,5,10,5,2,5,2,1,6,174,33,10,9,34,,9,[],2,1,6
678b4b6b45ee875d7437c6a2774,2025-01-29T02:45:28.777357,user_2,43.2,3,3,27.110025,346.256,999.62,48,In Flow 🌊,0,Low Productivity,12,5,3,3,0,5,1,4,3,5,10,73,13,6,5,5,,18,[],3,5,10
678b4b6b45ee875d7437c6a2775,2025-01-29T02:50:28.777357,user_2,87.9,0,10,49.140841,526.34,410.116,85,Focused 🎯,0,High Productivity,14,4,1,2,1,3,0,0,2,2,1,103,45,9,0,62,"{'type': 'PRODUCTIVITY_GURU', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2775_ach', 'timestamp': '2025-01-29T02:50:28.777357'}",5,[],2,2,1
678b4b6b45ee875d7437c6a2776,2025-01-29T02:56:28.777357,user_2,96.5,1,4,48.920001,1341.284,270.64,64,Focused 🎯,0,High Productivity,8,4,2,2,2,4,0,5,0,5,5,98,39,7,1,88,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2776_ach', 'timestamp': '2025-01-29T02:56:28.777357'}",10,[],0,5,5
678b4b6b45ee875d7437c6a2777,2025-01-29T03:03:28.777357,user_1,62.4,1,9,32.297862,927.815,737.041,59,In Flow 🌊,0,Moderate Productivity,17,0,0,4,7,4,1,4,1,2,2,166,42,2,7,71,,5,[],1,2,2
678b4b6b45ee875d7437c6a2778,2025-01-29T03:07:28.777357,user_1,46.5,3,1,29.705557,339.7,606.112,57,In Flow 🌊,0,Moderate Productivity,4,0,2,4,7,1,3,2,4,5,12,73,41,7,10,19,,21,[],4,5,12
678b4b6b45ee875d7437c6a2779,2025-01-29T03:14:28.777357,user_3,84.5,2,4,47.003985,973.107,324.842,72,Focused 🎯,0,High Productivity,5,3,3,5,8,2,0,3,2,4,10,20,40,9,0,53,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2779_ach', 'timestamp': '2025-01-29T03:14:28.777357'}",16,[],2,4,10
678b4b6b45ee875d7437c6a2780,2025-01-29T03:17:28.777357,user_1,49.6,0,6,50.810855,717.945,911.803,46,In Flow 🌊,0,Low Productivity,9,4,1,2,1,0,0,5,4,3,18,59,44,5,2,65,,25,[],4,3,18
678b4b6b45ee875d7437c6a2781,2025-01-29T03:21:28.777357,user_1,82.0,3,5,47.335285,780.291,321.098,86,Focused 🎯,0,High Productivity,16,4,0,4,8,5,2,3,1,3,4,135,35,8,1,75,"{'type': 'PRODUCTIVITY_GURU', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2781_ach', 'timestamp': '2025-01-29T03:21:28.777357'}",8,[],1,3,4
678b4b6b45ee875d7437c6a2782,2025-01-29T03:28:28.777357,user_2,80.9,3,8,50.946323,855.71,247.79,79,Focused 🎯,0,High Productivity,4,0,3,3,0,0,2,4,0,5,4,152,49,10,9,86,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2782_ach', 'timestamp': '2025-01-29T03:28:28.777357'}",9,[],0,5,4
678b4b6b45ee875d7437c6a2783,2025-01-29T03:30:28.777357,user_3,60.8,4,3,27.378251,995.374,447.191,64,In Flow 🌊,0,Moderate Productivity,10,1,2,4,10,2,3,3,2,3,10,193,36,9,3,73,,15,[],2,3,10
678b4b6b45ee875d7437c6a2784,2025-01-29T03:39:28.777357,user_3,30.1,4,5,25.706104,238.722,1000.659,41,Distracted 😕,0,Low Productivity,4,3,0,5,10,0,2,2,1,8,18,111,27,9,5,30,,27,[],1,8,18
678b4b6b45ee875d7437c6a2785,2025-01-29T03:45:28.777357,user_1,73.3,2,5,47.63408,1101.491,306.913,94,Focused 🎯,0,High Productivity,14,5,0,1,8,0,1,3,0,3,7,58,5,4,7,9,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2785_ach', 'timestamp': '2025-01-29T03:45:28.777357'}",10,[],0,3,7
678b4b6b45ee875d7437c6a2786,2025-01-29T03:53:28.777357,user_1,64.6,2,6,52.988678,827.488,808.368,63,In Flow 🌊,0,Moderate Productivity,5,4,3,2,7,1,3,3,0,1,1,184,26,7,8,12,,2,[],0,1,1
678b4b6b45ee875d7437c6a2787,2025-01-29T03:58:28.777357,user_1,73.8,4,5,45.593577,894.599,611.813,66,Focused 🎯,0,Moderate Productivity,20,1,2,0,2,3,1,2,0,2,2,187,2,9,0,90,,4,[],0,2,2
678b4b6b45ee875d7437c6a2788,2025-01-29T04:08:28.777357,user_3,57.5,5,10,54.857572,923.84,681.792,67,In Flow 🌊,0,Moderate Productivity,16,0,0,5,6,4,1,2,0,4,0,108,23,7,4,51,,4,[],0,4,0
678b4b6b45ee875d7437c6a2789,2025-01-29T04:16:28.777357,user_2,41.5,3,10,34.718172,451.65,841.153,31,In Flow 🌊,0,Low Productivity,11,3,3,3,1,2,0,3,5,7,15,153,46,7,4,34,,27,[],5,7,15
678b4b6b45ee875d7437c6a2790,2025-01-29T04:18:28.777357,user_2,78.1,5,6,46.088463,1361.053,229.626,82,Focused 🎯,0,High Productivity,1,4,3,2,8,5,2,1,0,5,2,87,5,5,6,50,"{'type': 'PRODUCTIVITY_GURU', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2790_ach', 'timestamp': '2025-01-29T04:18:28.777357'}",7,[],0,5,2
678b4b6b45ee875d7437c6a2791,2025-01-29T04:22:28.777357,user_1,65.7,0,2,42.325699,1445.052,614.603,64,In Flow 🌊,0,Moderate Productivity,17,0,3,4,6,1,1,5,0,3,7,141,32,8,7,12,,10,[],0,3,7
678b4b6b45ee875d7437c6a2792,2025-01-29T04:28:28.777357,user_1,58.2,0,8,45.901273,580.236,793.732,68,In Flow 🌊,0,Moderate Productivity,16,1,3,5,6,1,0,5,2,2,8,114,48,2,2,71,,12,[],2,2,8
678b4b6b45ee875d7437c6a2793,2025-01-29T04:30:28.777357,user_3,57.4,4,6,31.414575,838.169,587.78,63,In Flow 🌊,0,Moderate Productivity,10,3,3,5,7,2,1,4,2,4,9,44,21,1,2,78,,15,[],2,4,9
678b4b6b45ee875d7437c6a2794,2025-01-29T04:38:28.777357,user_1,81.7,3,1,57.447711,1028.066,238.555,96,Focused 🎯,0,High Productivity,14,5,0,5,3,5,2,3,2,1,1,176,7,6,5,42,"{'type': 'PRODUCTIVITY_GURU', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2794_ach', 'timestamp': '2025-01-29T04:38:28.777357'}",4,[],2,1,1
678b4b6b45ee875d7437c6a2795,2025-01-29T04:46:28.777357,user_2,32.7,2,1,22.688546,314.821,821.965,28,Distracted 😕,0,Low Productivity,16,0,2,2,8,2,2,2,2,4,6,46,40,2,9,24,,12,[],2,4,6
678b4b6b45ee875d7437c6a2796,2025-01-29T04:53:28.777357,user_3,56.1,4,2,45.064079,880.885,518.206,40,In Flow 🌊,0,Moderate Productivity,4,0,3,3,1,0,3,5,0,5,3,87,11,9,3,34,,8,[],0,5,3
678b4b6b45ee875d7437c6a2797,2025-01-29T04:58:28.777357,user_2,68.0,4,4,56.764059,717.696,341.831,88,In Flow 🌊,0,High Productivity,19,4,2,1,3,4,1,4,1,1,6,115,8,9,8,62,,8,[],1,1,6
678b4b6b45ee875d7437c6a2798,2025-01-29T05:03:28.777357,user_3,81.8,2,3,34.273715,1099.373,469.684,83,Focused 🎯,0,High Productivity,3,4,1,5,5,5,0,4,1,3,2,186,24,1,8,8,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2798_ach', 'timestamp': '2025-01-29T05:03:28.777357'}",6,[],1,3,2
678b4b6b45ee875d7437c6a2799,2025-01-29T05:06:28.777357,user_3,55.0,0,7,39.027006,876.796,700.752,59,In Flow 🌊,0,Moderate Productivity,19,0,0,0,4,0,2,1,0,3,10,37,9,8,1,8,,13,[],0,3,10
678b4b6b45ee875d7437c6a2800,2025-01-29T05:08:28.777357,user_3,79.4,2,1,40.65013,960.433,188.119,75,Focused 🎯,0,High Productivity,9,0,3,4,3,2,2,1,0,4,4,133,34,5,4,43,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2800_ach', 'timestamp': '2025-01-29T05:08:28.777357'}",8,[],0,4,4
678b4b6b45ee875d7437c6a2801,2025-01-29T05:15:28.777357,user_1,58.2,4,4,42.48709,841.414,434.832,48,In Flow 🌊,0,Moderate Productivity,18,0,3,5,9,3,3,2,1,0,3,35,3,10,5,70,,4,[],1,0,3
678b4b6b45ee875d7437c6a2802,2025-01-29T05:24:28.777357,user_1,61.5,2,7,40.115219,694.645,571.03,67,In Flow 🌊,0,Moderate Productivity,9,5,3,0,7,5,1,0,2,5,7,122,28,1,4,40,,14,[],2,5,7
678b4b6b45ee875d7437c6a2803,2025-01-29T05:34:28.777357,user_2,90.5,0,2,45.119776,951.473,305.968,78,Focused 🎯,0,High Productivity,3,0,1,3,8,2,0,0,0,0,4,99,49,5,7,36,"{'type': 'PRODUCTIVITY_GURU', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2803_ach', 'timestamp': '2025-01-29T05:34:28.777357'}",4,[],0,0,4
678b4b6b45ee875d7437c6a2804,2025-01-29T05:37:28.777357,user_2,44.4,2,7,64.716684,757.321,784.715,51,In Flow 🌊,0,Low Productivity,8,5,2,5,4,2,3,4,4,4,8,198,38,8,4,5,,16,[],4,4,8
678b4b6b45ee875d7437c6a2805,2025-01-29T05:46:28.777357,user_1,79.6,5,2,54.861858,882.825,211.466,79,Focused 🎯,0,High Productivity,3,1,0,3,10,2,1,1,2,1,4,18,26,5,0,77,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2805_ach', 'timestamp': '2025-01-29T05:46:28.777357'}",7,[],2,1,4
678b4b6b45ee875d7437c6a2806,2025-01-29T05:54:28.777357,user_3,80.5,4,5,49.955097,687.99,71.192,79,Focused 🎯,0,High Productivity,4,3,1,3,5,5,0,2,1,4,3,172,46,6,9,26,"{'type': 'PRODUCTIVITY_GURU', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2806_ach', 'timestamp': '2025-01-29T05:54:28.777357'}",8,[],1,4,3
678b4b6b45ee875d7437c6a2807,2025-01-29T05:58:28.777357,user_3,64.0,0,8,26.982567,598.34,646.786,60,In Flow 🌊,0,Moderate Productivity,12,0,1,4,1,4,1,5,0,4,10,54,35,2,6,27,,14,[],0,4,10
678b4b6b45ee875d7437c6a2808,2025-01-29T06:05:28.777357,user_3,47.4,3,10,43.306892,453.115,1044.481,31,In Flow 🌊,0,Low Productivity,19,5,1,2,5,0,1,3,2,4,13,82,16,3,9,59,,19,[],2,4,13
678b4b6b45ee875d7437c6a2809,2025-01-29T06:13:28.777357,user_1,33.1,0,6,29.035324,910.877,936.814,39,Distracted 😕,0,Low Productivity,1,0,2,1,5,2,2,5,2,8,11,184,19,7,8,9,,21,[],2,8,11
678b4b6b45ee875d7437c6a2810,2025-01-29T06:18:28.777357,user_2,69.1,2,8,43.718131,967.347,625.635,75,In Flow 🌊,0,Moderate Productivity,6,4,3,4,2,3,0,0,1,5,1,126,43,1,3,95,,7,[],1,5,1
678b4b6b45ee875d7437c6a2811,2025-01-29T06:24:28.777357,user_2,75.4,0,1,56.348285,1172.324,508.981,78,Focused 🎯,0,Moderate Productivity,11,1,1,1,0,2,1,5,1,4,3,149,5,10,10,32,,8,[],1,4,3
678b4b6b45ee875d7437c6a2812,2025-01-29T06:30:28.777357,user_1,20.8,4,9,42.458204,592.336,701.278,45,Distracted 😕,0,Low Productivity,6,5,0,1,8,5,2,1,3,9,17,134,23,7,6,91,,29,[],3,9,17
678b4b6b45ee875d7437c6a2813,2025-01-29T06:36:28.777357,user_1,50.3,3,2,43.65381,587.262,767.974,52,In Flow 🌊,0,Moderate Productivity,8,2,3,5,10,3,1,4,1,0,2,30,13,10,2,46,,3,[],1,0,2
678b4b6b45ee875d7437c6a2814,2025-01-29T06:41:28.777357,user_1,59.0,1,6,52.728581,489.487,523.189,52,In Flow 🌊,0,Moderate Productivity,10,1,3,5,4,0,1,2,0,2,3,142,36,2,3,46,,5,[],0,2,3
678b4b6b45ee875d7437c6a2815,2025-01-29T06:51:28.777357,user_2,48.5,2,4,23.722721,427.587,930.731,26,In Flow 🌊,0,Low Productivity,14,4,1,5,3,4,2,3,1,4,15,51,13,1,3,30,,20,[],1,4,15
678b4b6b45ee875d7437c6a2816,2025-01-29T07:01:28.777357,user_3,76.4,2,4,40.31788,867.501,320.258,88,Focused 🎯,0,High Productivity,7,3,2,5,0,1,1,4,1,4,2,83,39,2,10,25,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2816_ach', 'timestamp': '2025-01-29T07:01:28.777357'}",7,[],1,4,2
678b4b6b45ee875d7437c6a2817,2025-01-29T07:06:28.777357,user_3,76.4,5,1,41.836673,1126.685,317.3,88,Focused 🎯,0,High Productivity,20,1,2,3,7,3,3,3,2,2,0,164,40,10,0,6,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2817_ach', 'timestamp': '2025-01-29T07:06:28.777357'}",4,[],2,2,0
678b4b6b45ee875d7437c6a2818,2025-01-29T07:13:28.777357,user_1,71.3,2,8,40.477726,992.131,242.66,85,Focused 🎯,0,High Productivity,20,5,2,4,4,3,1,2,2,2,0,18,15,7,9,60,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2818_ach', 'timestamp': '2025-01-29T07:13:28.777357'}",4,[],2,2,0
678b4b6b45ee875d7437c6a2819,2025-01-29T07:23:28.777357,user_1,39.4,0,8,27.974717,538.039,880.21,53,Distracted 😕,0,Low Productivity,19,3,0,4,8,3,0,5,5,4,19,200,20,6,0,33,,28,[],5,4,19
678b4b6b45ee875d7437c6a2820,2025-01-29T07:29:28.777357,user_1,33.9,5,7,30.373398,532.551,803.327,34,Distracted 😕,0,Low Productivity,19,2,3,1,10,0,2,0,3,8,14,28,17,8,7,72,,25,[],3,8,14
678b4b6b45ee875d7437c6a2821,2025-01-29T07:35:28.777357,user_1,79.0,5,2,41.953214,586.852,735.608,95,Focused 🎯,0,Moderate Productivity,2,3,0,5,10,4,2,2,0,2,1,129,3,9,10,85,,3,[],0,2,1
678b4b6b45ee875d7437c6a2822,2025-01-29T07:41:28.777357,user_2,43.7,4,1,32.174805,762.94,631.121,81,In Flow 🌊,0,Moderate Productivity,11,5,2,1,9,2,3,4,1,6,7,179,15,4,2,6,,14,[],1,6,7
678b4b6b45ee875d7437c6a2823,2025-01-29T07:50:28.777357,user_3,67.7,0,4,52.930639,709.983,971.141,54,In Flow 🌊,0,Low Productivity,14,5,0,0,6,1,2,0,0,1,5,88,40,10,3,9,,6,[],0,1,5
678b4b6b45ee875d7437c6a2824,2025-01-29T08:00:28.777357,user_2,48.2,3,8,29.002292,829.979,767.19,62,In Flow 🌊,0,Moderate Productivity,19,0,0,0,8,1,0,2,5,6,14,1,30,2,7,61,,25,[],5,6,14
678b4b6b45ee875d7437c6a2825,2025-01-29T08:07:28.777357,user_3,54.6,1,8,26.640874,226.182,907.798,53,In Flow 🌊,0,Low Productivity,16,0,1,2,0,0,1,0,1,4,0,53,34,5,6,70,,5,[],1,4,0
678b4b6b45ee875d7437c6a2826,2025-01-29T08:09:28.777357,user_3,86.6,1,1,51.531165,989.538,256.074,99,Focused 🎯,0,High Productivity,2,5,1,2,0,1,2,4,2,4,8,82,36,5,2,82,"{'type': 'PRODUCTIVITY_GURU', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2826_ach', 'timestamp': '2025-01-29T08:09:28.777357'}",14,[],2,4,8
678b4b6b45ee875d7437c6a2827,2025-01-29T08:17:28.777357,user_3,67.9,2,8,45.164765,781.727,311.572,72,In Flow 🌊,0,High Productivity,16,2,1,1,2,4,3,5,0,0,0,166,40,1,3,21,,0,[],0,0,0
678b4b6b45ee875d7437c6a2828,2025-01-29T08:19:28.777357,user_1,78.9,0,3,59.013263,1066.097,361.778,100,Focused 🎯,0,High Productivity,5,4,1,5,6,2,1,4,1,4,8,156,39,7,10,79,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2828_ach', 'timestamp': '2025-01-29T08:19:28.777357'}",13,[],1,4,8
678b4b6b45ee875d7437c6a2829,2025-01-29T08:29:28.777357,user_2,54.0,2,6,39.403194,797.019,389.2,64,In Flow 🌊,0,Moderate Productivity,2,5,3,4,9,3,3,5,0,5,2,187,44,8,2,65,,7,[],0,5,2
678b4b6b45ee875d7437c6a2830,2025-01-29T08:36:28.777357,user_3,27.9,1,3,35.939824,161.356,704.796,43,Distracted 😕,0,Low Productivity,3,3,1,5,2,5,0,4,2,5,5,73,29,5,6,44,,12,[],2,5,5
678b4b6b45ee875d7437c6a2831,2025-01-29T08:40:28.777357,user_1,41.6,0,5,28.588025,439.759,843.264,41,In Flow 🌊,0,Low Productivity,6,0,3,2,9,2,3,5,3,5,10,134,2,3,5,34,,18,[],3,5,10
678b4b6b45ee875d7437c6a2832,2025-01-29T08:49:28.777357,user_3,62.2,0,4,51.363783,768.728,456.968,73,In Flow 🌊,0,Moderate Productivity,2,3,2,5,7,1,3,3,0,2,5,63,0,1,2,75,,7,[],0,2,5
678b4b6b45ee875d7437c6a2833,2025-01-29T08:59:28.777357,user_3,90.1,0,3,53.803508,916.103,377.101,78,Focused 🎯,0,High Productivity,6,2,1,3,10,1,3,5,1,0,2,117,22,8,4,34,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a2833_ach', 'timestamp': '2025-01-29T08:59:28.777357'}",3,[],1,0,2
678b4b6b45ee875d7437c6a2834,2025-01-29T09:07:28.777357,user_1,36.7,3,2,54.414054,389.685,720.702,35,Distracted 😕,0,Low Productivity,2,0,3,4,6,2,1,4,1,2,5,50,12,7,2,58,,8,[],1,2,5
678b4b6b45ee875d7437c6a2835,2025-01-29T09:10:28.777357,user_3,50.3,2,9,50.37334,501.661,601.21,37,In Flow 🌊,0,Moderate Productivity,11,2,1,2,3,4,2,2,2,5,5,156,23,9,4,37,,12,[],2,5,5
