_id,timestamp,userId,focusScore,currentStreak,longestStreak,sessionDuration,activeFileDuration,idleTime,typingRhythm,productivityStatus,__v,cluster,tabMetrics.total,tabMetrics.rapid,tabMetrics.patterns.backAndForth,tabMetrics.patterns.sequential,copyPasteMetrics.total,copyPasteMetrics.copy,copyPasteMetrics.cut,copyPasteMetrics.paste,errorMetrics.syntaxErrors,errorMetrics.warningCount,errorMetrics.problemCount,codeMetrics.linesAdded,codeMetrics.linesDeleted,codeMetrics.fileEdits,codeMetrics.codeComplexity,codeMetrics.testCoverage,achievements.0,errorSummary.total,errorSummary.recent,errorSummary.bySeverity.error,errorSummary.bySeverity.warning,errorSummary.bySeverity.info,kmeans_cluster,pca1,pca2,tsne1,tsne2,isolation_forest_anomaly
678b4b6b45ee875d7437c6a364,2025-01-19T22:00:28.777357,user_1,66.5,2,10,30.066321,921.554,464.971,48,In Flow 🌊,0,Moderate Productivity,18,5,2,0,6,4,3,3,2,0,3,122,13,4,6,41,,5,[],2,0,3,1,-1.6957108471109603,-1.7699365955539947,-2.5760248,22.570433,1
678b4b6b45ee875d7437c6a365,2025-01-19T22:06:28.777357,user_1,33.6,5,1,34.328336,314.886,937.418,29,Distracted 😕,0,Low Productivity,2,5,0,0,5,3,1,2,3,9,15,158,10,5,7,18,,27,[],3,9,15,0,4.996761906211942,0.5246087775344763,72.822334,-10.181498,1
678b4b6b45ee875d7437c6a366,2025-01-19T22:13:28.777357,user_2,66.0,0,8,62.936927,531.583,527.878,64,In Flow 🌊,0,Moderate Productivity,15,3,2,4,5,1,2,2,2,2,8,177,4,2,9,53,,12,[],2,2,8,1,-0.5554634002503085,0.22020410680457098,-3.0586486,-22.765438,1
678b4b6b45ee875d7437c6a367,2025-01-19T22:15:28.777357,user_2,80.7,3,8,52.783905,698.509,193.834,85,Focused 🎯,0,High Productivity,12,0,3,3,10,5,3,0,2,0,9,28,20,7,4,62,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a367_ach', 'timestamp': '2025-01-19T22:15:28.777357'}",11,[],2,0,9,2,-1.8757224566817845,0.8578053619741663,-33.896603,-14.326162,1
678b4b6b45ee875d7437c6a368,2025-01-19T22:25:28.777357,user_2,68.8,0,3,28.291611,624.042,578.835,38,In Flow 🌊,0,Moderate Productivity,2,4,1,2,0,0,3,0,2,1,1,52,45,6,1,41,,4,[],2,1,1,1,-1.2666959112776206,-2.3022774420597014,-7.4921,0.5453105,1
678b4b6b45ee875d7437c6a369,2025-01-19T22:30:28.777357,user_3,44.7,2,5,44.306128,773.524,946.611,36,In Flow 🌊,0,Low Productivity,8,3,2,0,1,4,1,4,5,4,9,22,34,2,4,26,,18,[],5,4,9,0,2.7483554016823883,-0.5680030434997921,49.650047,20.87282,1
678b4b6b45ee875d7437c6a370,2025-01-19T22:35:28.777357,user_3,70.0,5,7,51.724352,684.967,236.554,61,In Flow 🌊,0,High Productivity,6,0,0,5,2,1,3,4,2,3,0,169,41,2,4,43,,5,[],2,3,0,2,-1.9610991539737983,-0.11881898419000712,-33.654804,-43.349106,1
678b4b6b45ee875d7437c6a371,2025-01-19T22:45:28.777357,user_3,48.6,2,5,38.947477,371.472,1013.83,29,In Flow 🌊,0,Low Productivity,8,2,2,0,7,5,3,1,2,8,13,132,24,3,10,34,,23,[],2,8,13,0,3.6495851064285927,-0.06027499604696947,54.944073,-9.58637,1
678b4b6b45ee875d7437c6a372,2025-01-19T22:55:28.777357,user_1,65.7,4,4,43.431188,531.585,778.591,65,In Flow 🌊,0,Moderate Productivity,12,4,3,4,4,1,0,4,2,0,8,175,49,3,8,56,,10,[],2,0,8,1,-0.5632431803284148,-1.2243940003748373,-0.6973525,-20.622177,1
678b4b6b45ee875d7437c6a373,2025-01-19T22:56:28.777357,user_2,66.8,2,9,60.160508,758.38,236.839,88,In Flow 🌊,0,High Productivity,9,1,0,3,1,2,2,5,2,1,1,94,19,7,4,74,,4,[],2,1,1,2,-2.840437473446248,0.19509991597182427,-29.93609,-1.111401,1
678b4b6b45ee875d7437c6a374,2025-01-19T23:04:28.777357,user_2,91.3,4,1,54.205692,1222.161,352.805,73,Focused 🎯,0,High Productivity,11,1,1,1,3,0,2,4,0,2,6,163,46,9,9,3,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a374_ach', 'timestamp': '2025-01-19T23:04:28.777357'}",8,[],0,2,6,2,-3.04481200920863,1.15829676915425,-53.36333,14.389713,1
678b4b6b45ee875d7437c6a375,2025-01-19T23:13:28.777357,user_2,76.5,5,2,48.023206,917.288,216.574,71,Focused 🎯,0,High Productivity,6,3,2,1,6,4,1,3,0,4,5,41,3,7,1,26,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a375_ach', 'timestamp': '2025-01-19T23:13:28.777357'}",9,[],0,4,5,2,-2.21021982939313,1.215062158507743,-39.50092,27.419203,1
678b4b6b45ee875d7437c6a376,2025-01-19T23:20:28.777357,user_1,74.5,2,5,37.210676,1022.068,539.519,63,Focused 🎯,0,Moderate Productivity,11,5,0,3,7,0,0,2,0,5,7,103,24,2,2,3,,12,[],0,5,7,2,-1.0369833549424743,0.8640558985437717,-27.527107,-26.421188,1
678b4b6b45ee875d7437c6a377,2025-01-19T23:24:28.777357,user_2,88.6,4,4,51.462937,785.987,422.497,82,Focused 🎯,0,High Productivity,7,3,0,1,3,1,1,1,1,5,3,144,28,9,8,21,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a377_ach', 'timestamp': '2025-01-19T23:24:28.777357'}",9,[],1,5,3,2,-1.8876361408923978,1.277126519902574,-54.247818,20.946695,1
678b4b6b45ee875d7437c6a378,2025-01-19T23:25:28.777357,user_1,40.5,4,9,35.087231,474.144,1010.66,37,In Flow 🌊,0,Low Productivity,6,2,0,3,10,3,1,3,3,3,13,123,16,10,5,99,,19,[],3,3,13,0,2.7639355770708374,-1.1057206797759462,36.84925,14.103291,1
678b4b6b45ee875d7437c6a379,2025-01-19T23:35:28.777357,user_1,57.3,2,8,45.136513,955.631,399.893,45,In Flow 🌊,0,Moderate Productivity,5,0,1,5,1,0,2,0,2,4,10,64,24,4,8,95,,16,[],2,4,10,1,0.446790272346419,0.7066859876901654,16.991783,-38.64195,1
678b4b6b45ee875d7437c6a380,2025-01-19T23:38:28.777357,user_1,43.2,3,8,52.528134,173.717,852.055,17,In Flow 🌊,0,Low Productivity,12,2,0,4,9,4,1,0,3,2,19,48,17,4,9,98,,24,[],3,2,19,0,3.605317203107756,-0.7402437920020719,48.063477,6.5447845,1
678b4b6b45ee875d7437c6a381,2025-01-19T23:42:28.777357,user_1,51.4,0,3,31.528948,866.934,366.667,58,In Flow 🌊,0,Moderate Productivity,19,5,0,2,1,5,0,2,0,2,0,9,6,3,9,97,,2,[],0,2,0,1,-2.5482173910693064,-1.7192921074273455,-19.160288,41.122932,1
678b4b6b45ee875d7437c6a382,2025-01-19T23:47:28.777357,user_2,43.8,1,6,52.558326,573.02,823.7,46,In Flow 🌊,0,Low Productivity,10,0,2,3,0,5,3,5,5,2,12,125,16,5,3,26,,19,[],5,2,12,0,2.5088631901375833,-0.3049676918624326,55.53103,30.483849,1
678b4b6b45ee875d7437c6a383,2025-01-19T23:49:28.777357,user_1,43.8,3,7,36.016157,685.763,878.453,32,In Flow 🌊,0,Low Productivity,1,4,3,1,5,3,2,4,2,10,19,16,17,3,10,54,,31,[],2,10,19,0,4.86367205928142,1.74069189438586,55.518093,-28.608047,1
678b4b6b45ee875d7437c6a384,2025-01-19T23:56:28.777357,user_2,81.5,2,8,59.410403,836.4,651.309,55,Focused 🎯,0,Moderate Productivity,5,2,2,5,7,1,0,2,2,4,10,4,13,2,4,100,,16,[],2,4,10,1,0.0963883175527717,1.3085707713438939,-10.509778,-23.293467,1
678b4b6b45ee875d7437c6a385,2025-01-20T00:04:28.777357,user_2,70.8,5,3,47.136675,830.25,303.379,82,Focused 🎯,0,High Productivity,19,0,0,3,8,0,0,1,0,0,7,84,21,6,1,64,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a385_ach', 'timestamp': '2025-01-20T00:04:28.777357'}",7,[],0,0,7,2,-2.810066536495733,0.21354183962266313,-51.98999,-20.806917,1
678b4b6b45ee875d7437c6a386,2025-01-20T00:11:28.777357,user_2,35.7,0,5,29.342279,151.128,771.243,26,Distracted 😕,0,Low Productivity,15,2,2,2,9,0,2,5,3,8,12,150,39,10,0,6,,23,[],3,8,12,0,4.265013279958175,-0.3655653825161303,53.086758,-4.018386,1
678b4b6b45ee875d7437c6a387,2025-01-20T00:12:28.777357,user_3,14.5,2,2,20.180239,-98.197,978.743,55,Distracted 😕,0,Low Productivity,19,0,0,1,7,4,0,0,1,2,17,110,21,7,3,99,,20,[],1,2,17,0,3.0770082407983694,-2.1951388536468537,28.879992,2.3367703,-1
678b4b6b45ee875d7437c6a388,2025-01-20T00:22:28.777357,user_1,64.9,4,1,48.860809,776.975,530.282,63,In Flow 🌊,0,Moderate Productivity,19,3,1,0,2,4,1,2,0,0,5,176,39,8,9,33,,5,[],0,0,5,1,-2.5096697886904917,-1.136015400048114,-18.431087,16.63556,1
678b4b6b45ee875d7437c6a389,2025-01-20T00:32:28.777357,user_3,56.7,1,3,27.374897,726.644,913.206,55,In Flow 🌊,0,Low Productivity,20,2,2,0,8,3,3,4,2,3,5,36,16,10,6,23,,10,[],2,3,5,1,0.1923560676178496,-1.602211064705301,18.534384,3.5827985,1
678b4b6b45ee875d7437c6a390,2025-01-20T00:38:28.777357,user_2,73.8,5,3,44.417162,1081.712,248.542,64,Focused 🎯,0,High Productivity,11,5,2,1,9,2,0,0,2,3,4,79,36,3,7,94,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a390_ach', 'timestamp': '2025-01-20T00:38:28.777357'}",9,[],2,3,4,2,-1.6337165378939202,0.6499806164420422,-45.111404,15.2576275,1
678b4b6b45ee875d7437c6a391,2025-01-20T00:40:28.777357,user_3,58.5,2,5,42.282923,711.097,610.764,57,In Flow 🌊,0,Moderate Productivity,12,1,2,2,8,0,3,4,0,3,9,114,31,2,3,98,,12,[],0,3,9,1,-0.5928166991662301,-0.3035588246755386,4.9251924,9.171323,1
678b4b6b45ee875d7437c6a392,2025-01-20T00:46:28.777357,user_1,73.6,1,10,47.85775,703.86,199.758,98,Focused 🎯,0,High Productivity,20,2,3,1,9,0,2,1,0,4,4,192,18,10,4,5,"{'type': 'PRODUCTIVITY_GURU', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a392_ach', 'timestamp': '2025-01-20T00:46:28.777357'}",8,[],0,4,4,2,-2.5350074041165813,1.1611341438784222,-64.03399,-8.191013,1
678b4b6b45ee875d7437c6a393,2025-01-20T00:47:28.777357,user_2,50.7,5,4,57.296304,912.46,991.886,32,In Flow 🌊,0,Low Productivity,12,0,3,1,4,0,2,1,2,4,10,98,1,5,8,54,,16,[],2,4,10,1,1.2801998945475315,-0.17127594154081593,20.659008,12.279139,1
678b4b6b45ee875d7437c6a394,2025-01-20T00:48:28.777357,user_1,83.5,5,7,46.687318,599.678,280.104,76,Focused 🎯,0,High Productivity,5,0,1,0,6,1,2,5,2,0,2,6,21,2,2,19,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a394_ach', 'timestamp': '2025-01-20T00:48:28.777357'}",4,[],2,0,2,2,-2.690003298768319,-0.46624906251714604,-31.551231,16.895168,1
678b4b6b45ee875d7437c6a395,2025-01-20T00:57:28.777357,user_1,61.4,1,2,48.31344,435.958,560.553,80,In Flow 🌊,0,Moderate Productivity,6,1,1,2,1,5,1,0,2,0,6,152,17,2,10,1,,8,[],2,0,6,1,-1.3053061262929855,-0.8562994547552836,-22.046068,44.449104,1
678b4b6b45ee875d7437c6a396,2025-01-20T00:59:28.777357,user_1,73.6,2,6,51.877288,919.707,521.131,54,Focused 🎯,0,Moderate Productivity,11,0,2,4,2,5,2,2,2,1,5,131,6,1,2,81,,8,[],2,1,5,2,-1.5407924348110154,-0.26088332313353974,-31.459724,-7.251663,1
678b4b6b45ee875d7437c6a397,2025-01-20T01:09:28.777357,user_1,60.8,4,10,52.202246,687.92,468.605,59,In Flow 🌊,0,Moderate Productivity,8,1,3,4,3,4,1,2,2,2,7,182,45,8,7,3,,11,[],2,2,7,1,-0.6356139131243851,-0.11262324179857383,3.885818,-15.877883,1
678b4b6b45ee875d7437c6a398,2025-01-20T01:19:28.777357,user_2,88.8,5,9,53.859465,904.534,277.054,72,Focused 🎯,0,High Productivity,17,0,0,4,1,2,0,4,0,3,9,192,10,4,7,26,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a398_ach', 'timestamp': '2025-01-20T01:19:28.777357'}",12,[],0,3,9,2,-2.017827548091461,1.6263380128545935,-49.56971,-12.637147,1
678b4b6b45ee875d7437c6a399,2025-01-20T01:23:28.777357,user_3,62.2,5,1,35.393111,800.5,646.378,52,In Flow 🌊,0,Moderate Productivity,4,3,2,0,9,2,2,3,1,1,1,96,10,3,5,26,,3,[],1,1,1,1,-1.9672375802896909,-1.8261405122023076,-5.982221,21.304844,1
678b4b6b45ee875d7437c6a400,2025-01-20T01:27:28.777357,user_3,50.0,2,1,34.443794,601.264,502.504,44,In Flow 🌊,0,Moderate Productivity,6,5,1,2,7,0,2,5,5,6,17,113,3,2,1,63,,28,[],5,6,17,0,4.223193362722706,1.6945494949480222,78.53554,4.540828,1
678b4b6b45ee875d7437c6a401,2025-01-20T01:36:28.777357,user_3,81.0,2,10,52.712671,916.908,254.9,90,Focused 🎯,0,High Productivity,1,3,1,2,7,2,2,0,2,0,7,115,6,7,5,22,"{'type': 'PRODUCTIVITY_GURU', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a401_ach', 'timestamp': '2025-01-20T01:36:28.777357'}",9,[],2,0,7,2,-2.403275013582443,1.0050843941139813,-62.704758,20.545988,1
678b4b6b45ee875d7437c6a402,2025-01-20T01:46:28.777357,user_2,74.1,0,6,59.119659,596.46,656.464,76,Focused 🎯,0,Moderate Productivity,17,5,1,1,6,0,3,4,1,3,0,95,49,7,7,21,,4,[],1,3,0,2,-2.2473520649837706,-0.6134276831731131,-19.866661,2.868375,1
678b4b6b45ee875d7437c6a403,2025-01-20T01:47:28.777357,user_1,33.6,2,3,37.990888,350.986,824.68,33,Distracted 😕,0,Low Productivity,12,4,0,2,8,2,1,3,2,4,16,49,16,1,4,0,,22,[],2,4,16,0,3.1232980864579707,-0.5455162845816939,42.216927,-22.462534,1
678b4b6b45ee875d7437c6a404,2025-01-20T01:54:28.777357,user_3,70.1,2,6,50.388952,651.506,489.313,97,Focused 🎯,0,High Productivity,11,2,0,4,5,3,2,5,1,2,5,64,48,10,5,39,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a404_ach', 'timestamp': '2025-01-20T01:54:28.777357'}",8,[],1,2,5,2,-2.044297972418725,0.30739211194427934,-24.349348,-15.651371,1
678b4b6b45ee875d7437c6a405,2025-01-20T01:58:28.777357,user_3,99.5,4,6,50.042027,1534.138,261.25,78,Focused 🎯,0,High Productivity,16,3,0,1,7,5,3,5,1,4,1,6,50,3,8,92,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a405_ach', 'timestamp': '2025-01-20T01:58:28.777357'}",6,[],1,4,1,2,-3.416596653226514,1.5792639940523159,-42.00708,-43.97959,1
678b4b6b45ee875d7437c6a406,2025-01-20T02:01:28.777357,user_2,89.6,5,10,30.238931,1032.509,163.174,76,Focused 🎯,0,High Productivity,12,0,0,2,10,3,1,0,1,0,9,178,33,8,1,84,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a406_ach', 'timestamp': '2025-01-20T02:01:28.777357'}",10,[],1,0,9,2,-2.3791936090518324,0.6661104623413545,-48.074337,-17.067106,1
678b4b6b45ee875d7437c6a407,2025-01-20T02:07:28.777357,user_2,29.3,1,9,23.79767,623.512,914.592,44,Distracted 😕,0,Low Productivity,16,3,2,0,5,0,0,1,3,9,20,22,48,4,3,99,,32,[],3,9,20,0,5.546625821973182,1.197808717553382,60.36635,-9.909267,-1
678b4b6b45ee875d7437c6a408,2025-01-20T02:13:28.777357,user_3,70.4,1,5,59.104343,944.671,651.422,58,Focused 🎯,0,Moderate Productivity,16,3,0,1,7,0,2,1,1,5,5,132,12,5,0,26,,11,[],1,5,5,1,-0.877448422780441,0.8775901617724938,5.0586557,33.035236,1
678b4b6b45ee875d7437c6a409,2025-01-20T02:18:28.777357,user_2,100.0,0,4,47.531372,961.5,399.657,100,Focused 🎯,0,High Productivity,10,3,1,5,5,5,2,5,2,1,10,107,14,7,3,52,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a409_ach', 'timestamp': '2025-01-20T02:18:28.777357'}",13,[],2,1,10,2,-1.9238677588631905,1.8346256295097283,-30.513428,-25.053593,1
678b4b6b45ee875d7437c6a410,2025-01-20T02:25:28.777357,user_1,33.3,3,10,50.379233,5.503,1034.041,49,Distracted 😕,0,Low Productivity,16,0,2,1,0,5,1,5,2,2,17,40,44,1,9,76,,21,[],2,2,17,0,2.8990961002014926,-1.3426245020633474,26.565065,-4.297476,1
678b4b6b45ee875d7437c6a411,2025-01-20T02:28:28.777357,user_1,83.4,2,2,41.782138,1077.812,413.675,72,Focused 🎯,0,High Productivity,8,0,3,2,2,3,2,4,1,3,9,11,26,10,1,7,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a411_ach', 'timestamp': '2025-01-20T02:28:28.777357'}",13,[],1,3,9,2,-1.3429101931679632,1.2758991079198785,-28.412941,16.08794,1
678b4b6b45ee875d7437c6a412,2025-01-20T02:35:28.777357,user_3,64.0,2,7,47.686368,820.2,297.385,84,In Flow 🌊,0,High Productivity,13,3,1,2,1,3,0,0,1,4,10,124,25,7,1,87,,15,[],1,4,10,2,-0.7161693122457036,1.6536617086932048,-35.76217,32.264446,1
678b4b6b45ee875d7437c6a413,2025-01-20T02:39:28.777357,user_3,37.2,3,3,20.946718,867.895,991.815,58,Distracted 😕,0,Low Productivity,6,5,3,1,4,1,3,0,5,10,20,178,1,6,6,34,,35,[],5,10,20,0,6.274551196348131,2.4077128292321333,72.155304,-2.0637553,-1
678b4b6b45ee875d7437c6a414,2025-01-20T02:46:28.777357,user_2,59.4,1,3,31.566799,735.121,566.334,58,In Flow 🌊,0,Moderate Productivity,11,3,3,0,2,1,3,5,2,2,5,100,0,1,8,48,,9,[],2,2,5,1,-0.5995492251558157,-1.117911565727592,7.6291256,19.32875,1
678b4b6b45ee875d7437c6a415,2025-01-20T02:49:28.777357,user_2,51.5,2,5,36.992178,334.951,843.107,33,In Flow 🌊,0,Low Productivity,13,2,3,4,5,3,2,3,2,1,7,27,2,7,7,18,,10,[],2,1,7,1,0.5409994120041072,-2.406672732041777,20.364677,3.4418359,1
678b4b6b45ee875d7437c6a416,2025-01-20T02:52:28.777357,user_2,77.3,3,9,51.983864,611.012,639.598,49,Focused 🎯,0,Moderate Productivity,6,5,2,2,9,1,2,5,2,0,8,34,12,8,6,27,,10,[],2,0,8,1,-0.8598788383826277,-0.7754048972486532,-1.5641005,12.41438,1
678b4b6b45ee875d7437c6a417,2025-01-20T02:54:28.777357,user_1,41.7,0,9,27.168479,561.225,869.335,53,In Flow 🌊,0,Low Productivity,2,2,2,2,6,5,2,3,5,5,6,109,4,4,0,2,,16,[],5,5,6,0,2.625436747134805,-0.7790046424690835,45.880775,37.664494,1
678b4b6b45ee875d7437c6a418,2025-01-20T03:02:28.777357,user_3,40.6,2,1,34.749788,308.077,927.936,40,In Flow 🌊,0,Low Productivity,13,1,3,3,9,2,2,0,2,6,8,121,33,2,5,55,,16,[],2,6,8,0,2.27629845621938,-1.1169955933764153,35.26366,4.351117,1
678b4b6b45ee875d7437c6a419,2025-01-20T03:07:28.777357,user_2,54.3,0,10,31.977555,575.495,779.03,62,In Flow 🌊,0,Moderate Productivity,15,1,3,3,9,5,3,5,0,3,2,136,3,4,8,12,,5,[],0,3,2,1,-1.3490036673440802,-1.9296306576670015,-2.7064633,21.193851,1
678b4b6b45ee875d7437c6a420,2025-01-20T03:14:28.777357,user_2,48.4,0,9,34.046031,661.263,883.932,40,In Flow 🌊,0,Low Productivity,19,5,3,1,10,2,3,3,1,10,18,159,50,4,3,78,,29,[],1,10,18,0,4.111448055055019,1.5695096516671319,54.21496,-12.948854,-1
678b4b6b45ee875d7437c6a421,2025-01-20T03:22:28.777357,user_3,42.3,5,2,37.568555,337.881,889.638,39,In Flow 🌊,0,Low Productivity,12,2,1,3,3,5,3,0,4,9,20,32,3,2,5,19,,33,[],4,9,20,0,5.868110273312431,1.7228547083561208,73.21615,-5.419192,-1
678b4b6b45ee875d7437c6a422,2025-01-20T03:32:28.777357,user_3,82.9,0,5,50.804365,1137.658,435.517,63,Focused 🎯,0,High Productivity,5,3,1,4,9,5,2,5,0,5,3,136,24,7,4,73,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a422_ach', 'timestamp': '2025-01-20T03:32:28.777357'}",8,[],0,5,3,2,-2.257968489123781,1.0326084150711528,-29.913456,-29.220066,1
678b4b6b45ee875d7437c6a423,2025-01-20T03:35:28.777357,user_1,59.7,3,6,33.989587,586.779,682.928,66,In Flow 🌊,0,Moderate Productivity,5,5,0,2,8,5,0,5,0,5,5,98,43,1,0,31,,10,[],0,5,5,1,-0.5884980160671308,-0.40700571574374617,-6.8933783,-3.6856723,1
678b4b6b45ee875d7437c6a424,2025-01-20T03:45:28.777357,user_2,82.7,3,9,63.64629,618.075,379.294,89,Focused 🎯,0,High Productivity,8,2,2,3,4,0,0,2,2,2,3,59,23,8,4,18,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a424_ach', 'timestamp': '2025-01-20T03:45:28.777357'}",7,[],2,2,3,2,-2.2851137551801344,0.8181934120768173,-59.283386,-12.691609,1
678b4b6b45ee875d7437c6a425,2025-01-20T03:49:28.777357,user_2,47.2,0,4,52.785534,326.478,823.387,49,In Flow 🌊,0,Low Productivity,3,5,3,2,7,5,3,4,3,10,11,130,38,7,8,97,,24,[],3,10,11,0,3.7023598401346383,1.307746055210334,41.98929,-10.017809,1
678b4b6b45ee875d7437c6a426,2025-01-20T03:50:28.777357,user_2,29.8,4,4,52.455066,259.737,1072.391,43,Distracted 😕,0,Low Productivity,16,1,0,0,9,4,1,3,1,9,18,181,45,10,3,55,,28,[],1,9,18,0,4.422510710710888,1.042902910073606,64.44764,-19.347975,-1
678b4b6b45ee875d7437c6a427,2025-01-20T03:54:28.777357,user_1,47.4,3,7,43.650845,427.942,773.645,46,In Flow 🌊,0,Low Productivity,5,3,2,5,0,4,2,4,1,3,7,49,15,10,3,14,,11,[],1,3,7,1,0.2627520668674725,-1.2717879495456237,17.34898,-12.052172,1
678b4b6b45ee875d7437c6a428,2025-01-20T04:02:28.777357,user_3,50.1,2,2,40.92014,778.76,1099.04,39,In Flow 🌊,0,Low Productivity,13,0,1,1,5,4,0,4,2,2,0,102,38,1,2,47,,4,[],2,2,0,1,-0.5887603328366774,-2.653011382657527,7.2194266,10.599725,1
678b4b6b45ee875d7437c6a429,2025-01-20T04:12:28.777357,user_3,37.7,1,4,54.387944,314.452,913.018,38,Distracted 😕,0,Low Productivity,2,0,2,5,4,3,3,3,1,9,15,183,2,1,2,49,,25,[],1,9,15,0,3.5956729789418946,1.1902172825451247,46.137764,-16.225739,1
678b4b6b45ee875d7437c6a430,2025-01-20T04:14:28.777357,user_2,77.0,3,10,36.452101,532.542,234.798,61,Focused 🎯,0,High Productivity,3,3,3,3,0,1,2,0,0,2,10,14,5,9,7,24,"{'type': 'DEBUGGING_MASTER', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a430_ach', 'timestamp': '2025-01-20T04:14:28.777357'}",12,[],0,2,10,1,-1.2650096648007363,0.14775981646043845,-46.961315,23.675941,1
678b4b6b45ee875d7437c6a431,2025-01-20T04:22:28.777357,user_2,31.8,3,7,32.415965,475.776,1007.455,26,Distracted 😕,0,Low Productivity,15,3,1,5,0,1,1,0,3,4,6,59,8,2,7,12,,13,[],3,4,6,0,2.1901172797358064,-2.223181995796238,30.778078,23.397408,1
678b4b6b45ee875d7437c6a432,2025-01-20T04:26:28.777357,user_3,58.7,4,6,35.217701,396.846,657.014,59,In Flow 🌊,0,Moderate Productivity,16,0,0,0,4,3,3,4,0,4,4,109,1,2,4,70,,8,[],0,4,4,1,-0.7958504730295057,-1.1908588119546646,11.274496,22.768679,1
678b4b6b45ee875d7437c6a433,2025-01-20T04:28:28.777357,user_3,72.5,2,8,54.341726,848.503,311.23,72,Focused 🎯,0,High Productivity,6,1,1,3,10,1,3,4,0,1,9,180,9,10,4,24,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a433_ach', 'timestamp': '2025-01-20T04:28:28.777357'}",10,[],0,1,9,2,-2.194293860922933,0.7401953281255865,-33.9404,-33.798443,1
678b4b6b45ee875d7437c6a434,2025-01-20T04:37:28.777357,user_2,73.1,3,8,34.113242,1320.772,192.355,80,Focused 🎯,0,High Productivity,20,0,0,2,1,1,0,3,2,2,8,172,44,5,6,97,"{'type': 'PRODUCTIVITY_GURU', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a434_ach', 'timestamp': '2025-01-20T04:37:28.777357'}",12,[],2,2,8,2,-1.5968033965537098,1.1991722267171794,-62.55917,-18.474262,1
678b4b6b45ee875d7437c6a435,2025-01-20T04:47:28.777357,user_2,69.7,2,7,45.90264,699.054,273.498,61,In Flow 🌊,0,High Productivity,16,1,0,0,5,0,0,2,0,4,9,132,5,3,3,46,,13,[],0,4,9,2,-0.9910347951604557,0.9378037669345556,-40.107258,36.505825,1
678b4b6b45ee875d7437c6a436,2025-01-20T04:53:28.777357,user_3,70.9,4,10,49.808029,885.517,271.946,88,Focused 🎯,0,High Productivity,6,0,3,1,1,0,3,2,2,4,8,16,24,1,6,96,"{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': '678b4b6b45ee875d7437c6a436_ach', 'timestamp': '2025-01-20T04:53:28.777357'}",14,[],2,4,8,2,-0.8695469059297962,1.7039689189556253,-34.736046,42.954334,1
678b4b6b45ee875d7437c6a437,2025-01-20T04:56:28.777357,user_1,43.7,4,3,30.814356,521.197,739.013,79,In Flow 🌊,0,Moderate Productivity,20,5,0,5,8,5,0,0,3,3,14,143,35,4,10,5,,20,[],3,3,14,0,1.984815835882956,0.13318110392089305,51.990883,14.997824,1
678b4b6b45ee875d7437c6a438,2025-01-20T05:04:28.777357,user_1,69.2,5,8,40.975259,503.194,489.78,50,In Flow 🌊,0,Moderate Productivity,7,2,0,2,6,2,0,4,0,4,9,122,4,1,9,83,,13,[],0,4,9,1,-0.34168151850378387,0.0039663700944671115,2.6976655,0.34994882,1
